DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35250539,665,-0.2245842772,0.4739843296,-0.1501910269,-0.07738637795,3,4,3,3
35250540,582,-0.2956541865,-0.1747542896,0.9933650423,-0.6807008827,3,3,5,2
35250541,539,-0.1319062566,0.5431021052,0.278692789,-0.1678119965,3,4,4,3
35250542,476,0.6657610032,0.02353353893,0.5041576517,-0.5891220655,4,4,4,2
35250545,406,-0.1485263737,0.2776115292,0.9204266921,-0.445389678,3,4,5,3
35250546,394,2.799957167,1.807052863,-0.1460297744,0.1676970529,5,5,3,4
35250547,394,-0.3489818516,0.9974175658,0.2588851828,-0.3580047611,3,5,4,3
35250548,685,1.313712301,1.359701769,0.1811768542,1.767420548,5,5,4,5
35250549,510,1.050544955,0.3469439909,0.2034085163,0.1856982267,5,4,4,4
35250550,468,-0.1309587105,-0.2833396366,0.3892754077,-0.5204066099,3,3,4,2
35250551,483,-0.01738639869,-0.1252078423,0.7400004893,-0.5495484373,4,3,5,2
35250552,463,-0.3832002637,1.948858981,-0.8665312969,1.331699462,3,5,1,5
35250553,522,0.1872401225,1.027041526,-0.2993521767,0.7385337782,4,5,3,4
35250554,510,-0.06812089291,0.7321248528,-0.5833424551,0.458492476,4,5,2,4
35250555,404,0.07434864162,0.3468740997,-0.4786342083,-0.0007244153705,4,4,2,4
35250556,522,-0.05144606864,0.1076102067,-0.1394511591,-0.4062716897,4,4,3,3
35250557,714,0.3815694984,2.210544085,-0.6260011599,0.2682371061,4,5,2,4
35250558,491,0.111280288,0.1123493708,-0.2896104332,-0.6844542268,4,4,3,2
35250559,475,-0.1972216393,-0.5009618058,0.5441027461,-0.1358867862,3,2,4,3
35250560,520,1.925664181,0.5324743527,2.703338573,-1.217378959,5,4,5,1
35250561,383,-0.251310455,-0.4205443719,0.525023002,-0.8154017459,3,2,4,1
35250562,505,0.3933865784,0.03810170999,0.1349631953,-1.054615522,4,4,4,1
35250563,562,1.47749323,1.350141506,-0.4348411197,0.6785501384,5,5,2,4
35250564,503,-0.1613735293,-0.188475295,1.044761663,-0.5639154649,3,3,5,2
35250565,705,-0.4844038383,-0.5392801543,-0.05420964377,-0.2412623985,2,2,3,3
35250566,459,-0.2657512542,-0.1513871558,-0.05308873588,-0.743565598,3,3,3,2
35250567,543,0.7461823622,0.5668418859,0.6922619854,0.06896194994,5,4,5,4
35250568,631,1.386836303,0.4320393083,-0.2376033548,-0.1085216452,5,4,3,3
35250569,447,-0.5108319273,0.03219067239,1.744821964,-0.297841416,2,4,5,3
35250570,502,-0.7834551858,0.8991477158,0.8789134879,-0.3494788697,1,5,5,3
35250571,426,1.865843566,0.6070213301,4.123918905,-1.113460342,5,4,5,1
35250572,540,0.01922864287,0.08396891823,0.2319686042,-0.5130603506,4,4,4,2
35250573,1173,-0.7126245122,-0.2692116514,0.2746771899,-0.1757979645,2,3,4,3
35250574,423,-0.9087860065,-0.2664700774,0.01337668472,-0.5442933741,1,3,3,2
35250578,786,-0.6620925432,1.662795673,-1.399718137,0.6999386535,2,5,1,4
35250579,447,-0.6245197298,-0.681510732,-0.8041614719,0.2099228172,2,2,1,4
35250580,355,0.1373620263,2.469508389,-1.478508406,1.372452787,4,5,1,5
35250581,826,-0.513466265,-0.4181316207,-0.8376488628,0.1266196283,2,3,1,4
35250582,632,-0.3749570106,0.2346932475,-0.4761149123,0.3774768676,3,4,2,4
35250583,575,-0.6619504166,-0.6243436242,-1.377020176,0.007649487991,2,2,1,4
35250585,607,-0.656962184,0.5786415644,-0.4916106457,0.4599564011,2,4,2,4
35250586,1493,-0.8364892606,-0.4938234679,-0.7519638106,0.5953127645,1,2,1,4
35250587,338,-0.6536619751,-0.5353287172,-0.04141277807,-0.213229797,2,2,3,3
35250588,438,-0.6674171,-0.2296054837,0.7741227369,-0.07413471504,2,3,5,3
35250589,685,-0.8175177502,-0.3328943167,-0.3607007775,-0.3542520342,1,3,2,3
35250590,390,-0.560330545,-0.416506656,-0.0003084838213,-0.2423305385,2,3,3,3
35250591,730,-1.122456405,-0.8267530116,-0.2842639126,-0.004901742129,1,1,3,4
35250592,522,-0.6813129345,-0.1840755364,-0.2189181187,-0.1390474787,2,3,3,3
35250593,620,-0.1689190045,0.6710191704,1.343800658,1.372907754,3,4,5,5
35250594,611,-0.6582813498,0.3759565868,0.1592048898,-0.1598052222,2,4,4,3
35250595,471,-0.7079670005,0.13569973,0.226018914,-0.1441282375,2,4,4,3
35250596,616,-0.4575320961,-0.2222422984,-0.4028981605,-0.1544046257,3,3,2,3
35250597,396,-0.4869503107,1.558057114,-0.06323551954,0.4201363507,2,5,3,4
35250598,437,-0.4068304537,0.9239092797,-0.4084466703,-0.7791307649,3,5,2,2
35250599,469,1.663114305,1.016463632,3.267678143,-0.8851201999,5,5,5,1
35250600,406,0.4210516544,0.553982243,-0.3260376961,0.4795849665,4,4,2,4
35250601,618,2.411047506,1.731162002,2.997850056,-0.6726799018,5,5,5,2
35250602,485,1.501217516,0.9131408198,2.811645171,-0.8283462484,5,5,5,1
35250603,695,-0.6826524293,0.1772152621,0.2064736273,-0.4007934975,2,4,4,3
35250604,489,-0.07106666413,-0.104525156,1.169884234,-0.6088473539,4,3,5,2
35250605,487,-0.5081543077,2.047675674,-0.04698573231,0.3966691668,2,5,3,4
35250606,536,-0.2800931019,-0.07333139412,1.355870627,-0.3897529995,3,3,5,3
35250607,477,-0.5937053352,0.03290739768,-0.05309074938,-0.527290785,2,4,3,2
35250608,442,-0.1161443975,3.475265583,-1.2616317,1.125399921,3,5,1,5
35250609,523,-0.3304928372,0.1372575193,-0.9371491776,-0.2085440196,3,4,1,3
35250610,547,-0.7876759011,-0.08854519293,-0.152062836,-0.3172038762,1,3,3,3
35250611,491,-0.5546248543,1.881045378,0.146472442,0.8853415752,2,5,4,5
35250612,665,-0.2210411053,1.31283139,-1.355378239,0.5634583404,3,5,1,4
35250613,1083,-0.0005670351306,1.162695588,-0.9901787032,0.5305032766,4,5,1,4
35250614,382,-0.9588659259,-0.1203281986,0.08371201078,-0.07042357342,1,3,4,3
35250615,414,-1.050642538,0.5176307579,1.105214737,-0.0607109288,1,4,5,4
35250616,275,-0.5530495155,1.486741674,-0.5708330392,0.6120373735,2,5,2,4
35250617,477,0.1445219577,1.546214276,-0.2568631505,0.4035082529,4,5,3,4
35250618,266,-0.4107848635,-0.4124104123,0.1256946545,0.1031788719,3,3,4,4
35250619,476,-0.6358129991,0.140456577,-0.03816721018,0.7198602134,2,4,3,4
35250620,447,-0.9815161517,-0.1246429683,-0.7596885909,0.8685530714,1,3,1,5
35250621,758,-0.02524696801,0.6097138717,-0.2399670674,-0.09015566241,4,4,3,3
35250622,434,-0.1272708044,1.485761198,-0.9854324686,0.4073932501,3,5,1,4
35250623,394,-0.3212244988,0.1638559061,0.4572236706,-0.4004867276,3,4,4,3
35250624,733,1.489794621,0.1944199241,3.383453653,-0.6872702537,5,4,5,2
35250625,423,-0.328652956,1.651725736,0.6202443231,0.5619140128,3,5,5,4
35250626,528,-0.3579637679,0.06583899082,1.001105752,-0.6219414651,3,4,5,2
35250627,530,-0.9025171305,0.4012215553,-0.04781554281,0.4817642236,1,4,3,4
35250628,421,1.940515183,0.7880760652,4.137948578,-0.2117054718,5,5,5,3
35250629,917,0.7827000308,0.831712255,1.531422147,-0.1007562985,5,5,5,3
35250630,438,-0.798180614,-0.1814670034,0.2560908306,-0.2916042044,1,3,4,3
35250631,501,-0.3927004052,-0.1355591079,0.6218584825,-0.5544373855,3,3,5,2
35250632,635,1.843941274,1.842202739,-0.5120217109,0.5427598776,5,5,2,4
35250633,248,-0.4346541054,-0.4871102444,0.6032125132,0.002620699335,3,2,5,4
35250634,778,0.2848770784,2.533937663,-0.4355441004,0.8566677375,4,5,2,5
35250635,402,-0.5321441082,0.855140862,-0.1962291408,0.3532963888,2,5,3,4
35250636,975,-0.7048937093,-0.3304332088,-0.4973046816,0.9014052571,2,3,2,5
35250637,1315,-0.068393629,0.2715538721,0.69178248,0.04338988918,4,4,5,4
35250638,250,-0.001462620904,0.290631617,-0.4895867788,0.7865847397,4,4,2,5
35250639,682,-0.423035816,0.1445272506,-0.67006592,1.429598529,3,4,2,5
35250640,524,-0.1081245354,0.05862850757,0.4268892182,0.4674416262,3,4,4,4
35250641,438,-0.8742811503,-0.2004673925,-0.6263256866,0.04142675253,1,3,2,4
35250642,708,0.353438514,1.292677308,-0.1277726058,1.262543776,4,5,3,5
35250643,551,-0.8249743518,-0.08479867464,-0.5642087722,-0.04846608323,1,3,2,4
35250644,314,-0.5904356651,-1.29897042,-0.08369411369,1.154117661,2,1,3,5
35250645,609,-1.027592321,-0.6386112373,0.2805199921,-0.3372745894,1,2,4,3
35250646,888,-0.9066299111,-0.2404999516,-0.7691322581,0.4434473165,1,3,1,4
35250647,846,-0.4801542081,-0.4488701008,-1.218034228,0.6654561768,2,2,1,4
35250648,984,-0.4347766973,0.9730721133,-1.000768101,0.8271510476,3,5,1,5
35250649,730,-0.5602868838,1.077115101,-0.9600306311,1.328167012,2,5,1,5
35250650,698,-0.4605331893,1.449472796,0.04370408363,0.9628743248,3,5,3,5
35250651,306,-0.6887900939,-1.258491271,-0.7344382215,0.1385724953,2,1,1,4
35250652,703,-1.075925832,-0.4630672225,-0.4371782709,0.2322158876,1,2,2,4
35250655,1767,-0.8094662831,-0.6710506649,-0.5162776961,0.436224144,1,2,2,4
35250656,549,-0.4026554514,1.144552559,-0.4803587252,1.263158848,3,5,2,5
35250657,659,-0.7439200277,-0.6649606737,-0.07413634069,0.5660022563,2,2,3,4
35250658,273,-0.6906124384,-0.8580059182,0.01810224602,-0.374513072,2,1,3,3
35250659,620,-0.4756605905,0.7598122552,-0.7812697172,0.6657446249,2,5,1,4
35250661,1227,-0.87045198,-0.3304066089,-0.535410432,0.1964177814,1,3,2,4
35250662,1767,-0.9539455137,-0.548491694,-0.655711735,0.2949345934,1,2,2,4
35250663,755,-0.6583598687,-0.4371009911,-0.2858576188,0.2754691242,2,2,3,4
35250664,431,-0.2181400774,-0.38544827,0.03602302124,-0.7481820351,3,3,3,2
35250665,497,-0.5329777805,-0.1709840039,0.0782268792,-0.3171189563,2,3,4,3
35250666,440,-0.7250923857,0.2691542581,0.5843219763,-0.8770605418,2,4,5,1
35250667,240,0.9502199222,1.985879804,0.1394140702,-0.2402237396,5,5,4,3
35250668,345,1.636124743,1.472874782,0.2844852173,0.6681497473,5,5,4,4
35250669,340,1.601899624,1.214359457,0.213602041,0.8298128944,5,5,4,5
35250670,299,0.587641752,-0.2905023972,-0.2509769257,0.2796545187,4,3,3,4
35250671,291,0.7943959639,0.4987855905,0.3720617088,0.01292882588,5,4,4,4
35250672,345,1.622424211,0.3893922307,0.3426011719,0.5443356181,5,4,4,4
35250675,418,1.109952741,0.4399073149,-0.2354832806,0.407476602,5,4,3,4
35250676,394,0.563945147,0.39435518,-0.6577131279,0.270061771,4,4,2,4
35250677,472,-0.6767758572,-0.832695204,-0.5835973647,-0.05029683933,2,1,2,4
35250678,452,-0.9938724299,-1.048041935,-0.4079741369,-0.225463979,1,1,2,3
35250679,556,1.723222299,-0.2253073729,0.02362396101,0.8717660769,5,3,3,5
35250680,429,1.26811831,0.4558826637,-0.06968666208,0.811730867,5,4,3,5
35250681,835,0.5442025106,0.2975126499,0.03319937053,0.314723206,4,4,3,4
35250692,477,0.2990666257,2.886541271,-0.4786753168,0.004109702539,4,5,2,4
35250693,404,0.5863263376,3.227992578,-0.3258335746,0.1493770456,4,5,2,4
35250694,402,1.077627593,3.038953269,-0.7724558407,0.2089962193,5,5,1,4
35250695,480,0.8612353945,4.112015851,-0.7913873946,3.432065072,5,5,1,5
35250696,399,0.6412479524,4.164034673,-0.03911197946,0.06078023616,4,5,3,4
35250700,490,1.140921097,2.765516118,-0.8352913223,-0.05223521522,5,5,1,4
35250701,546,-0.2418680752,1.991759777,0.06855283734,-0.04552150257,3,5,4,4
35250702,525,0.02474228784,2.078203476,-1.330297688,0.2551918138,4,5,1,4
35250703,479,0.6817718315,1.768482671,-0.08631155623,0.5089165505,4,5,3,4
35250704,586,0.2088614609,2.990242245,-0.5651109399,-0.1486116571,4,5,2,3
35250705,493,0.4029922865,1.729364939,-0.6033185858,-0.5158001919,4,5,2,2
35250706,459,0.3750130607,1.473768946,-0.9976008545,-0.0694947856,4,5,1,3
35250707,423,0.1067159257,1.310826846,-0.7138027345,-0.2458705994,4,5,2,3
35250708,686,0.4460789396,3.164823767,-0.5014088385,0.05621246774,4,5,2,4
35250709,489,0.2258935081,1.397710286,-0.5398157107,-0.4345799626,4,5,2,3
35250710,452,0.08341873551,1.266282051,-0.7186047829,-0.1317540525,4,5,2,3
35250711,356,-0.04386839899,0.9875318541,-0.4381758309,-0.5781684908,4,5,2,2
35250712,390,-0.09006484515,1.191416041,-0.9187853944,-0.8582635053,3,5,1,1
35250713,402,0.4567288947,1.647745043,-0.4594850166,-0.5317652617,4,5,2,2
35250714,521,0.5815346457,1.702937768,-0.5936210101,-0.3694583742,4,5,2,3
35250715,510,0.779727669,1.795052583,-0.8639821591,-0.6358050576,5,5,1,2
35250716,590,1.290971326,1.201818036,-0.9371965006,-0.5703616508,5,5,1,2
35250717,481,1.237018833,1.205138314,-0.7580062521,-0.06885628583,5,5,1,3
35250718,398,1.264501591,1.930969642,-0.8795443718,-0.5091493064,5,5,1,2
35250719,423,1.454997234,2.557118799,-0.5897064326,-0.8301619273,5,5,2,1
35250720,579,1.487182988,0.8925901362,-0.5726244415,-0.01987907124,5,5,2,4
35250721,588,1.193049186,1.825059073,-0.5637353991,-0.1157169444,5,5,2,3
35250724,516,0.6774919218,0.4717991195,-0.2140831855,-0.2258388994,4,4,3,3
35250725,452,0.1520392696,0.1297378478,-0.8226571545,-0.4519102506,4,4,1,3
35250726,587,1.084958741,0.7727819788,-0.9016797221,-0.2398980582,5,5,1,3
35250727,399,0.3613579519,1.188903025,0.4440798706,-0.2391454545,4,5,4,3
35250728,508,0.4901771235,1.598980748,-0.958158706,-0.3578615139,4,5,1,3
35250729,415,1.520165264,0.7978914562,-0.6419723212,-0.1969110698,5,5,2,3
35250730,676,1.794194019,2.25199909,1.357703134,-0.1176593297,5,5,5,3
35250731,595,2.053472055,2.35178514,-0.3201302427,0.4402401031,5,5,3,4
35250732,449,-0.07417590462,-0.7391022737,0.5572650455,-0.9676164229,4,2,4,1
35250733,599,-0.4395372272,-0.09863022264,-0.6438347491,-0.5883736151,3,3,2,2
35250734,521,0.9658401934,1.276681964,-0.6677500686,-0.5127425114,5,5,2,2
35250735,482,-0.1578438157,-0.1695612121,-0.2349371448,-0.5302073449,3,3,3,2
35250736,519,-0.2357923919,0.8951082924,-0.2494583504,-0.38512208,3,5,3,3
35250737,450,-0.1759375287,-0.3112287081,-0.07833478033,-0.9241569967,3,3,3,1
35250738,525,-0.34535957,-0.1588710632,-0.7291558331,-0.6261904623,3,3,1,2
35250739,532,0.3541292546,0.1553695067,-0.3660939505,-0.4493875873,4,4,2,3
35250740,596,0.1565865529,0.5093452064,0.6135420284,-0.8710646525,4,4,5,1
35250741,513,-0.1032426049,-0.2089575834,0.3492968465,-0.9816071808,3,3,4,1
35250742,519,-0.09905412252,0.6433348945,-0.8289925261,-0.6125238996,3,4,1,2
35250743,419,-0.009432033066,0.1237416089,0.07761701846,-1.044048649,4,4,4,1
35250744,673,0.1945906101,0.425294406,0.05278130111,-0.7491625887,4,4,3,2
35250745,446,-0.1540103125,1.104735546,0.3437722263,-0.7524265068,3,5,4,2
35250746,361,0.1489428084,1.145995141,0.02241136792,-0.3502909451,4,5,3,3
35250747,383,0.8688902642,1.388381538,-0.4295159591,-0.7906439049,5,5,2,2
35250748,411,0.01165049452,0.5334863825,-0.05598400055,-0.9895437455,4,4,3,1
35250749,472,0.1763539936,1.153513739,-0.1115569481,-0.4923808994,4,5,3,3
35250750,485,0.330707437,0.9643025369,-0.5024303626,-0.6013444846,4,5,2,2
35250753,443,0.057937655,0.9802209566,0.01496113068,-0.6670905438,4,5,3,2
35250754,431,-0.1157271036,0.9959051257,0.02220197652,-0.5879785767,3,5,3,2
35250755,407,0.3085205421,0.4794051169,-0.2648817117,-0.4086880388,4,4,3,3
35250756,493,-0.3603359374,0.7208142583,-0.2264772637,-0.2063670268,3,5,3,3
35250757,458,0.1725050717,2.354084019,-0.5276836414,-0.1515088198,4,5,2,3
35250758,393,0.08010268572,2.13918133,0.1616536312,-0.1607688002,4,5,4,3
35250759,494,0.06302257296,1.546108606,-0.08537817486,-0.9256131616,4,5,3,1
35250760,479,0.394491371,1.410366609,-0.2864445837,0.08868626415,4,5,3,4
35250761,465,0.2698252028,0.9490773006,0.4484202112,-0.5598359772,4,5,4,2
35250762,576,0.8591680745,2.105598874,-0.2794615632,-0.212798532,5,5,3,3
35250763,484,0.2550548503,0.721517811,-0.2844312958,-0.4153910079,4,5,3,3
35250764,457,0.0900438987,1.279984763,-0.6218681555,-0.8468033089,4,5,2,1
35250765,484,0.3987709049,2.391163204,0.1914553514,-0.7313273562,4,5,4,2
35250766,499,0.6883872794,2.345711978,-0.6489657024,-0.1172852683,4,5,2,3
35250767,448,0.267487599,2.463277278,-0.2021287238,-0.3841190768,4,5,3,3
35250768,488,-0.1797205725,2.013849253,-0.2708116321,-0.8095650976,3,5,3,1
35250769,437,0.4300229473,1.731250106,-0.304862086,-0.824144531,4,5,3,1
35250770,519,1.666062841,3.150856949,-0.4517673532,0.4437091193,5,5,2,4
35250771,490,0.6382435478,1.459788714,-0.2174766176,-0.3302183432,4,5,3,3
35250772,439,0.5786352779,1.907623088,-0.5568394899,-0.1800875197,4,5,2,3
35250773,567,0.3644804838,2.055353052,-0.6554974368,-0.0267403193,4,5,2,4
35250774,452,0.3220791569,1.821963351,0.3191968839,0.481762817,4,5,4,4
35250775,475,0.7901441342,3.720529391,-0.1317218538,-0.1810614229,5,5,3,3
35250776,382,0.8129252021,2.522522598,0.2777550923,-0.377003501,5,5,4,3
35250777,486,0.819311443,1.636491706,-0.5527177005,-0.5984782417,5,5,2,2
35250778,406,0.1263427842,1.185720293,-0.2290154744,-0.1566920209,4,5,3,3
35250779,379,-0.05061023387,1.375003385,0.06626590559,-0.4258019839,4,5,4,3
35250780,460,0.2221347704,1.755573835,-0.3685741038,-0.5717160972,4,5,2,2
35250781,401,0.6692490378,1.561749644,-0.6002768444,-1.16841201,4,5,2,1
35250782,428,0.4325719189,1.549760447,-0.8205414266,-0.5116628662,4,5,1,2
35250783,511,0.8825381848,0.7186273692,-0.3447146967,-0.56208488,5,5,2,2
35250784,478,0.1645190726,1.136555607,-0.878227333,-1.001923173,4,5,1,1
35250785,463,-0.2886905909,0.9885317027,-0.2211353341,-0.6606605056,3,5,3,2
35250786,527,0.08976282077,0.6223147543,0.1303507629,-0.362095443,4,4,4,3
35250787,673,0.3926914967,-0.1357708599,-0.4451106483,-0.7757856983,4,3,2,2
35250788,503,0.5373100449,-0.4230922666,0.1084673467,-0.9524572119,4,2,4,1
35250789,538,-0.2045325695,0.2266912414,0.06089019081,-0.3717233509,3,4,4,3
35250790,546,-0.1935548614,-0.2989118365,-0.3391885197,-1.007040172,3,3,2,1
35250791,420,0.2631953156,-0.3206951597,-0.7194228076,-0.6636579201,4,3,2,2
35250792,582,0.3911896549,0.06803454885,-0.6486533527,-0.2513272964,4,4,2,3
35250793,501,-0.3744912496,0.4904100674,-0.03763427182,-0.5327737408,3,4,3,2
35250798,337,0.9016637979,2.604695223,-0.8449104088,-0.116299916,5,5,1,3
35250799,489,0.7935555854,2.810768635,-0.4976339902,0.2277087912,5,5,2,4
35250800,501,0.3696285425,1.992802092,-0.29608257,0.4129084345,4,5,3,4
35250801,871,1.870236786,0.2368311397,0.8176737239,0.1482565466,5,4,5,4
35250802,424,0.6255882566,-0.1365975676,-0.5806658766,-0.6076267931,4,3,2,2
35250803,387,0.1540108547,-0.5582634083,0.3748493528,-0.517933313,4,2,4,2
35250804,2348,-0.2914274091,-1.078670243,-0.4564517184,-0.06901409198,3,1,2,3
35250805,1224,-0.6784776064,-0.2769062544,-0.5749138921,0.1094144005,2,3,2,4
35250806,466,-0.9366353762,-0.2633010083,-0.5830039201,-0.3045721349,1,3,2,3
35250807,1089,-0.4683362564,-0.6613120026,-0.8510587954,0.04292479391,3,2,1,4
35250810,878,-0.800848628,-0.4888696018,0.2960221909,-0.4601575591,1,2,4,3
35250812,424,-0.7193589253,-0.1740337621,0.4779077291,-0.8807404246,2,3,4,1
35250813,524,-0.9655664831,-0.5546283378,-0.3257428462,-0.6875212292,1,2,2,2
35250814,490,-0.9057685842,-0.4472685566,-0.07351488915,-0.574781175,1,2,3,2
35250815,1474,-0.6930413196,-0.8784752168,0.4519022154,-0.2528721232,2,1,4,3
35250826,885,-0.3478118247,-0.7559402956,-0.5089479436,-0.1548551153,3,2,2,3
35250827,322,-0.0679496236,-0.6688399324,0.2378390154,-0.7396622617,4,2,4,2
35250828,321,-0.274540089,-1.026369279,-0.6310614922,-1.058631363,3,1,2,1
35250829,444,1.115402642,-0.541941019,0.4079443239,-0.9562863192,5,2,4,1
35250830,508,0.9083558269,0.1599664795,0.04365945642,-0.005988233065,5,4,3,4
35250831,1349,1.387657014,-0.5223285253,3.968348287,-0.8141069537,5,2,5,1
35250832,680,2.784048376,-0.2655795813,4.428045366,0.4629467868,5,3,5,4
35250833,356,-0.2014108969,-0.944803753,-0.07376149754,-0.7791901348,3,1,3,2
35250834,411,-0.4947223025,-0.3460890546,-0.249648709,-0.3384462018,2,3,3,3
35250835,436,-0.1955129058,-0.5087615795,0.2348212662,-0.9062572644,3,2,4,1
35250836,402,-0.04248018454,-0.4804623524,-0.3403244769,-0.8297725937,4,2,2,1
35250843,1163,-0.4941534355,0.5788899073,-0.4886171452,0.8247762749,2,4,2,5
35250845,1720,2.35100109,3.19122478,0.5060570728,0.55578965,5,5,4,4
35250846,966,2.651699839,2.496733194,3.788801234,-0.8057878957,5,5,5,1
35250847,680,1.995522205,2.843391316,-0.5869280762,1.160511158,5,5,2,5
35250848,1184,1.3461173,-0.1166440066,0.2761906616,0.135116715,5,3,4,4
35250849,1261,-0.6444129201,-0.2892321886,-0.5898918068,-0.179319553,2,3,2,3
35250850,1052,1.212130447,0.8162853157,-0.1011208203,-0.0679468186,5,5,3,4
35250851,2497,1.543945335,1.727056353,0.3627587931,1.52619125,5,5,4,5
35250852,1906,1.621915823,1.204384501,-0.0926439385,1.088023774,5,5,3,5
35250853,1334,1.025405521,3.792402106,-0.6257354585,3.656407171,5,5,2,5
35250854,1013,3.148825865,1.033659151,-0.5098821688,2.534646551,5,5,2,5
35250855,1107,2.199277446,0.649647961,-1.27517799,3.165649623,5,4,1,5
35250857,584,-0.2562044523,0.285223685,-0.5645536874,-0.2735204961,3,4,2,3
35250859,877,-0.0773662355,-0.6513878606,1.123259697,-0.163821362,3,2,5,3
35250860,2301,-0.7018277084,0.4930948927,-0.7069272807,1.174855008,2,4,2,5
35250861,503,-1.338051809,-0.4886839146,-1.010988273,1.16754461,1,2,1,5
35250862,553,-0.7143699749,-0.9430913246,-0.02286325626,-0.5398112019,2,1,3,2
35250863,433,-0.5173294718,-0.8329338813,-0.1349216034,-0.8276415873,2,1,3,1
35250864,527,-0.4425237604,-0.8044470534,-0.3578218448,-0.9250684201,3,1,2,1
35250865,597,-0.6060554448,-0.6722994138,-0.1087252777,-0.9120950663,2,2,3,1
35250866,572,-1.001126476,-0.3774109162,-0.5037467986,-0.5443889092,1,3,2,2
35250867,534,-0.7806654077,-0.638023952,-0.716471353,-0.5661342963,1,2,2,2
35250868,433,-1.136114187,-0.3334324748,-0.4024314613,-0.01209817068,1,3,2,4
35250869,523,-1.213957314,-1.384492892,-0.367490811,-0.4800030987,1,1,2,3
35250870,784,-0.8265390765,-1.116736507,-0.4077344974,-0.2215248893,1,1,2,3
35250871,530,-0.8596153064,-1.045500883,-0.1179701286,-0.7509465866,1,1,3,2
35250872,711,-0.8402914779,-1.418431038,-0.5502058253,-0.2452115834,1,1,2,3
35250873,660,-0.9799288149,-0.9469924459,-0.7568644506,-0.6461356694,1,1,1,2
35250874,709,-0.6172926777,-0.9984230468,-0.3902910956,-0.8227063123,2,1,2,1
35250875,770,-0.8026762551,-0.9241985752,-0.383473197,-0.4509111533,1,1,2,3
35250876,468,-0.8952838923,-1.246189198,-0.6132655041,-0.440023186,1,1,2,3
35250877,620,-0.5627714661,-0.6423576756,0.7556579983,-0.5247532244,2,2,5,2
35250878,513,-0.5536527088,-0.9148074843,0.0243774305,-0.5878000374,2,1,3,2
35250879,719,0.2733492374,-0.2851928728,-0.1253062363,-0.8334290113,4,3,3,1
35250880,529,1.11669345,0.4900553765,-0.2470779394,-0.2116024119,5,4,3,3
35250881,621,1.62761606,0.4634836443,0.6623680959,-0.8118735491,5,4,5,1
35250882,854,-0.3080585009,-1.071718275,-0.5037729207,-0.4521733546,3,1,2,3
35250883,599,-0.6989443202,-0.6783574927,-1.843528052,0.009536455857,2,2,1,4
35250884,583,-1.061623575,-1.1600258,-1.269222754,0.04881903457,1,1,1,4
35250885,549,-1.26781243,-1.259943502,-1.158244952,0.001595255296,1,1,1,4
35250886,539,-0.854193291,-1.20134406,-1.185668872,-0.2152950174,1,1,1,3
35250887,722,-0.8637620387,-0.8585573755,-1.206865693,-0.1184652415,1,1,1,3
35250888,523,-0.897696362,-1.245309873,-0.815434346,-0.3998128973,1,1,1,3
35250889,560,-0.528651552,-1.079007006,-1.283069628,-0.1333036092,2,1,1,3
35250890,445,-0.8930150337,-1.416100623,-1.206966973,-0.3100343094,1,1,1,3
35250891,505,-1.17278759,-1.511812091,-1.165444573,-0.05671911885,1,1,1,4
35250892,2783,-0.2915759726,-1.248383592,-1.252430003,-0.1158841885,3,1,1,3
35250893,585,-0.5980222961,-0.9315156119,-0.907260581,-0.5417772376,2,1,1,2
35250894,476,-0.6423000597,-0.8989724792,-0.2031231756,-0.8554424006,2,1,3,1
35250895,592,-0.5727083061,-0.810468434,-0.2550108305,-0.7973409579,2,1,3,2
35250896,486,-0.5990566285,-0.1675639431,-0.5602083425,-0.9022666843,2,3,2,1
35250897,595,-0.8918336621,-0.9984468911,-0.3180286593,-0.6436878056,1,1,3,2
35250898,498,-0.7720998619,-0.9745147659,0.1468042534,-0.704390482,2,1,4,2
35250899,494,-0.6413218646,-0.9554068487,-0.2993173902,-0.5410198169,2,1,3,2
35250900,427,-1.137139901,-0.503301761,-1.059212672,-0.6364133037,1,2,1,2
35250901,548,-0.942474996,-0.694664589,-0.1887295696,-0.7257786257,1,2,3,2
35250902,480,-0.6814559644,-0.8501654397,-0.6746272038,-0.8072233634,2,1,2,1
35250903,628,-1.159389242,-0.9818859406,0.4047017507,-0.528849016,1,1,4,2
35250904,618,-1.006717577,-0.8546083534,-0.2977669867,-0.6594460416,1,1,3,2
35250905,581,-0.6159154894,-0.7246205982,-0.2896143389,-1.021596494,2,2,3,1
35250906,603,-0.6044575857,-1.263636165,-0.8310072388,-0.9272320356,2,1,1,1
35250907,499,-1.021789073,-0.3008908873,0.04661296358,-0.6715289265,1,3,3,2
35250908,550,-0.8710404061,-0.3677323494,-0.6539361078,-0.5198124919,1,3,2,2
35250909,1846,-0.8814583207,-0.7434619476,-1.070537561,0.9638826799,1,2,1,5
35250910,1367,-0.919375491,-0.730756963,-0.7071745492,0.6023055434,1,2,2,4
35250911,714,-1.279021772,-0.9259137762,-1.268193738,0.4683767569,1,1,1,4
35250912,709,-1.224612287,-0.5653816325,-0.683805355,0.1983349669,1,2,2,4
