DAUID,instability,deprivation,dependency,ethnic_concentration,year,patient_volume
35370077,1.966472232,3.912546401,-0.4936808136,3.2196633,2016,0.0
35370078,1.236880851,1.625512165,0.06623148994,1.625637756,2016,0.0
35370079,0.2722772236,0.3007432413,0.9557952502,-0.31404677,2016,0.0
35370080,1.524269782,1.42912124,1.167221684,-0.16761266,2016,0.0
35370081,0.2576588111,2.899929821,-0.9577581031,1.045142992,2016,0.0
35370082,-0.2829522971,1.003583433,0.2145443043,-0.1785997667,2016,0.0
35370083,1.556081903,0.8499647981,0.9530997629,-0.6129195739,2016,0.0
35370086,1.074925779,0.9187161619,-0.5284410952,0.2571528509,2016,0.0
35370087,-0.2267485865,-0.08700494706,1.410003639,-0.7528252369,2016,0.0
35370088,-0.1925783589,1.067706936,-0.2746315291,-0.3568629627,2016,0.0
35370089,0.3751448846,-0.004337151127,0.5983024662,-1.091814946,2016,0.0
35370090,-0.1144253373,0.6546035405,1.000961752,-0.6373894095,2016,0.0
35370091,0.4902061198,4.671221565,-0.9921048546,1.935810706,2016,0.0
35370092,0.6805453466,1.478721662,-0.4251603416,0.3613815985,2016,0.0
35370093,-0.1724907716,0.007915757925,0.2154940292,-0.9882678179,2016,0.0
35370094,0.09025332108,0.4597698794,-0.2422895226,-0.7711528151,2016,0.0
35370095,0.3065679728,0.1483790907,-0.4098743552,-0.773084927,2016,0.0
35370096,-0.7012111768,-0.6170622035,1.00531859,-0.8861361604,2016,0.0
35370097,-0.3657411576,-0.9341441065,0.6721558667,-0.9244854791,2016,0.0
35370098,0.6111570579,-0.08637118639,-0.4760761737,-0.4166517986,2016,0.0
35370099,2.275963943,-0.6738137336,4.416870842,-0.532754602,2016,0.0
35370100,0.1752650749,0.2568963649,-0.7417294478,-0.4883525287,2016,0.0
35370101,0.3284597934,0.4999763069,0.1486506649,-0.9454420506,2016,0.0
35370102,0.6613443506,1.194019647,-0.1606624341,-0.6687968092,2016,0.0
35370103,0.4636035894,1.630909172,-0.8044612485,1.380346174,2016,0.0
35370104,0.2965187317,0.7292326173,-1.024300916,-0.2949393504,2016,0.0
35370105,-0.005222466684,0.7042175666,-0.7006345714,-0.5025019956,2016,0.0
35370106,0.570621496,2.047114565,-1.058702547,1.148177231,2016,0.0
35370108,-0.08998697344,0.9167057623,0.04330685288,-0.7118962626,2016,0.0
35370109,-0.3494943533,0.5372242248,-0.443050064,-0.7673160257,2016,0.0
35370110,-0.2688694003,0.5454833685,0.1589527714,-0.9607198796,2016,0.0
35370111,-0.01385102866,0.626950129,-0.2247464213,-0.6212882225,2016,0.0
35370112,0.8620073507,0.4669309809,0.301284607,-0.9456952404,2016,0.0
35370113,0.4787812422,1.028972744,-0.1451163244,-0.6865068,2016,0.0
35370114,0.3468518777,-0.009331996012,-0.1994067009,-0.8377517084,2016,0.0
35370115,0.09179504746,-0.1401597226,0.131779925,-0.6108713538,2016,0.0
35370116,1.41794345,1.961323206,0.1132103489,0.2303359341,2016,0.0
35370117,0.4713323923,-0.1779471635,0.2768572058,-0.7346245422,2016,0.0
35370118,0.2860363456,0.7317916621,0.2605541322,-0.7057848236,2016,0.0
35370119,0.03411655409,-0.7360726575,0.2274544313,-0.9653714191,2016,0.0
35370120,-0.09119030516,0.5092912873,0.2602282065,-0.7876330229,2016,0.0
35370121,0.0438164436,0.01899513017,-0.8671090525,-0.8626073246,2016,0.0
35370122,0.08966107006,-0.5107653298,0.2655984361,-0.7604988873,2016,0.0
35370123,0.8329930611,0.2431982749,0.1671143172,-0.8962182834,2016,0.0
35370128,-0.2494299026,0.3341819162,0.5375020831,-0.7404774481,2016,0.0
35370129,-0.4583265612,1.438478522,-0.1924708786,-0.01551270088,2016,0.0
35370130,-0.9383260972,-0.1274154743,1.196774032,-0.7270026411,2016,0.0
35370131,0.9883115861,4.655326249,-0.5355592915,1.461318351,2016,0.0
35370134,-0.6651075047,-0.1065487559,-0.3520424016,-0.09686285688,2016,0.0
35370135,-0.7303560739,-0.01054462778,0.584847814,-0.8584087036,2016,0.0
35370136,0.8287114972,0.6904884869,1.612475857,-0.7058415765,2016,0.0
35370137,-0.08978032853,1.220691254,-0.1063497494,0.6711786599,2016,0.0
35370138,-0.2716460682,0.2361459767,0.3624235778,-0.4806974326,2016,0.0
35370139,-0.2179021683,-0.1209922436,-0.2670020273,-0.6711956241,2016,0.0
35370140,-0.4039710447,-0.6776857928,0.2325423741,-0.6427430981,2016,0.0
35370141,-0.4650939578,-0.1522425142,0.7670992625,-0.4702906567,2016,0.0
35370142,-0.7958652343,-0.1107848485,-0.4889399899,0.5027547106,2016,0.0
35370143,-0.8468451524,-0.1373838162,-0.7448363936,0.35605793,2016,0.0
35370144,-0.6872004409,-0.3975224602,-0.1444200252,0.3936983779,2016,0.0
35370145,-0.4576228675,0.2406215439,-0.7073861898,0.1677414676,2016,0.0
35370146,-0.6162501581,0.5227672308,-0.4966805257,1.024326734,2016,0.0
35370147,0.3786787641,0.2580206299,-0.1385038641,0.1260049003,2016,0.0
35370148,-0.5230693854,-0.07398693696,0.8083731551,0.1649091322,2016,0.0
35370149,-0.5808048065,0.740282584,0.03389534247,1.343821845,2016,0.0
35370150,-0.3344161215,2.131624296,-1.064267727,1.17045632,2016,0.0
35370151,-0.2588868309,-0.3729349827,0.09216242985,-1.038934823,2016,0.0
35370152,-0.1565784302,-1.056790736,-0.2478807117,-0.9458625238,2016,0.0
35370153,-0.001530833113,-0.5856577667,0.7268041058,-0.8356567557,2016,0.0
35370154,0.1139235852,-0.2117009906,-0.3743123922,-0.5442167527,2016,0.0
35370155,-0.04170596272,-0.2979941227,-0.106975779,-0.4104554161,2016,0.0
35370156,0.151080105,0.1100826778,0.2694486443,-0.788479699,2016,0.0
35370157,0.5023559442,1.522473319,-0.5715542592,-0.1247349422,2016,0.0
35370158,-0.02840617127,-0.4140565886,0.2458323861,-0.7313513057,2016,0.0
35370159,0.4600956708,0.9079352115,0.2400571141,-0.1623778633,2016,0.0
35370160,0.5358492932,0.3793712269,0.2459183075,-0.979667994,2016,0.0
35370161,0.5395147556,0.3639337689,0.1256435269,-0.8563394813,2016,0.0
35370162,-0.104997948,-0.77427542,-0.4202942671,-1.260390333,2016,0.0
35370163,0.5541724273,1.607467552,0.09629064029,-0.6439612655,2016,0.0
35370164,0.9124807157,1.767197494,0.385253956,-0.1241825114,2016,0.0
35370165,0.4776569444,1.389621827,-0.0661812573,0.448709374,2016,0.0
35370166,2.135878468,1.194433812,0.03174603243,0.6331007909,2016,0.0
35370167,3.016228028,1.762933056,0.5391995392,-0.3054448722,2016,0.0
35370168,3.008966337,1.911976803,-0.1264761861,0.5725164557,2016,0.0
35370169,0.3517601134,0.2512892336,-0.2106274608,-0.364597041,2016,0.0
35370170,0.7372617411,1.355215885,-0.3568287444,0.8617152676,2016,0.0
35370171,0.4518113218,0.9809125554,-0.494920353,0.6130494954,2016,0.0
35370172,0.5125843476,0.8725720833,-0.1550256502,0.3732997909,2016,0.0
35370173,2.319057188,1.164441307,0.5663764281,0.7318184917,2016,0.0
35370174,0.6165281523,1.49755308,-0.3977211475,0.4879053279,2016,0.0
35370175,2.491045957,1.840544494,-0.3098460962,0.5780513913,2016,0.0
35370176,0.9109066449,0.2847934325,-0.1078309535,0.7491158642,2016,0.0
35370177,2.273918579,0.4445331315,-0.4641682422,-0.1904386637,2016,0.0
35370178,0.2581581831,1.993802852,-0.4470222608,-0.06181232325,2016,0.0
35370179,0.8716961091,1.098376821,0.2760061955,1.681523895,2016,0.0
35370180,0.4710747905,1.878199078,-0.07762050842,1.301687013,2016,0.0
35370181,1.520001441,0.7321396906,-0.6597788373,0.1029414123,2016,0.0
35370182,3.286160552,1.475346596,0.2010851618,0.8786092385,2016,0.0
35370183,1.267299213,2.893542473,0.5141149517,0.5143858501,2016,0.0
35370184,2.990858731,1.301452241,0.6173950859,1.560628818,2016,0.0
35370185,2.503505367,3.30997672,0.2522673943,1.637138296,2016,0.0
35370186,1.938528122,2.123420881,-0.113986035,2.061022399,2016,0.0
35370187,1.482661848,1.404246319,-0.2360505402,0.3308331653,2016,0.0
35370188,0.8800353487,0.7940501437,-0.752226011,0.4861491044,2016,0.0
35370189,1.968196213,-0.01122721708,-0.1973108488,0.1388973986,2016,0.0
35370190,3.205768424,2.341183312,3.78730177,-0.478275994,2016,0.0
35370191,2.891225197,1.449350854,0.5525181583,1.19883887,2016,0.0
35370192,3.04856067,-0.1960084972,1.441317293,0.1622502824,2016,0.0
35370193,3.004781989,-0.2702593224,0.4364797802,0.1004336622,2016,0.0
35370194,2.529128492,0.4751093356,0.7581966249,0.9444238232,2016,0.0
35370195,1.786467333,3.954062562,-0.438973271,3.627810791,2016,0.0
35370196,3.278432455,1.069086826,4.070847031,-0.5417140845,2016,0.0
35370197,3.582506403,4.966614877,0.9641497543,1.789755134,2016,0.0
35370198,1.242751807,4.556985201,-0.1172611971,1.787988905,2016,0.0
35370199,1.565844349,3.890555353,0.1099141753,1.075430808,2016,0.0
35370200,1.482943006,4.466539739,0.5232200395,3.7000005,2016,0.0
35370201,1.279369035,2.519586671,0.1109337443,2.150350639,2016,0.0
35370202,1.123091447,1.7439002,-0.1515864852,1.411168456,2016,0.0
35370203,1.002892034,3.522460937,0.9673259341,3.976939483,2016,0.0
35370204,1.994266727,3.200273379,1.440504765,1.381280317,2016,0.0
35370205,1.786239653,3.187167524,0.4108200848,2.705895445,2016,0.0
35370206,3.181268449,4.291686916,3.73182332,0.7251875603,2016,0.0
35370207,3.843555411,3.889334086,3.789291724,1.585424992,2016,0.0
35370208,2.266086526,1.931927361,0.560747791,0.01022599816,2016,0.0
35370209,2.507465289,3.411125756,1.598682209,1.812648873,2016,0.0
35370210,1.217133875,2.060146833,-0.4807267122,0.239101489,2016,0.0
35370211,0.9245342211,1.161829334,0.2372907441,0.2658092268,2016,0.0
35370212,1.068478884,2.13721568,-0.1220862756,1.309480649,2016,0.0
35370213,1.126823227,2.931924301,0.6558389413,0.2262147912,2016,0.0
35370214,1.294438982,1.826385733,-0.5497440191,0.2530655915,2016,0.0
35370215,0.2953243664,2.29312289,0.2076140928,0.7204394546,2016,0.0
35370216,0.06021949808,2.534691168,-0.4137779748,1.401612881,2016,0.0
35370217,1.351278855,2.149990436,-0.6078374147,1.85728588,2016,0.0
35370218,1.310963351,1.337476914,-0.1189822921,-0.1213291287,2016,0.0
35370219,1.295330976,1.993796988,-0.7286476633,0.9173922756,2016,0.0
35370220,1.386897373,0.6321711939,-0.6360887914,-0.309987065,2016,0.0
35370221,2.778136441,0.02486216359,-0.9945231926,-0.5096725044,2016,0.0
35370222,2.045556323,0.7605367053,-1.219230454,-0.730326258,2016,0.0
35370223,-0.05204315919,0.7806987848,-0.4015310975,-1.10008909,2016,0.0
35370224,0.5264730897,1.730440805,-0.279857119,0.5495436636,2016,0.0
35370225,0.4867499414,1.685214192,-0.4659521699,0.1702716612,2016,0.0
35370226,0.6602066495,1.171417923,-0.1336313791,0.2796829107,2016,0.0
35370227,0.6366528139,1.103839218,-0.4381550588,-0.4520978046,2016,0.0
35370228,1.140649177,0.6407939254,-0.3055394285,-0.5137155223,2016,0.0
35370229,0.3734430987,1.370308994,-1.041091889,-0.1047169695,2016,0.0
35370230,0.8985279122,1.275084624,-0.4766157607,0.06102427025,2016,0.0
35370231,0.5422173864,0.9667563528,-0.04222346074,-0.06327299105,2016,0.0
35370232,0.2004109894,1.221183029,-0.1024709219,-0.6085402461,2016,0.0
35370233,0.7062236523,1.251262706,-0.2467940986,-0.471458499,2016,0.0
35370234,1.173541669,1.761900008,-0.5253808203,0.002828288117,2016,0.0
35370235,1.309492131,1.40731409,-0.2313235955,-0.2985953633,2016,0.0
35370236,0.7047408596,2.867449239,-0.3149872816,-0.2775152348,2016,0.0
35370237,0.8666258792,0.7562621916,0.08670406175,0.2804366907,2016,0.0
35370238,1.114344937,1.590400196,-0.2524192744,0.7014716605,2016,0.0
35370239,1.30092944,1.754866266,-0.7754384073,0.7806958827,2016,0.0
35370240,0.02888156908,0.245595067,-0.4366625964,-0.8344833337,2016,0.0
35370241,0.145037001,-0.24428159,-0.6610009023,-1.057021165,2016,0.0
35370242,1.588134592,0.6726399494,-1.240179649,-0.3982788416,2016,0.0
35370243,0.5154574452,-1.110233549,-0.1738148975,-0.7911872697,2016,0.0
35370244,1.870463508,4.015840378,0.9748638717,0.5401172724,2016,0.0
35370245,1.097725711,2.526708283,0.07370194882,-0.08786623073,2016,0.0
35370246,0.7950801482,2.272903044,-0.5628938576,-0.10286398,2016,0.0
35370247,0.4670542348,2.199462225,0.2502715927,0.05373510229,2016,0.0
35370248,0.5602292232,1.644002212,-0.1265830501,-0.5193186254,2016,0.0
35370249,0.5827746713,1.669918336,0.1592423532,-0.9276325963,2016,0.0
35370250,0.2066652206,1.261979734,-0.4209577656,-0.535991834,2016,0.0
35370251,0.04906933256,1.028059226,-0.0867253031,-0.148148339,2016,0.0
35370252,-0.1743699877,1.247487921,0.4084231548,-0.5077422516,2016,0.0
35370253,0.2430030227,1.542742252,0.2025366292,-0.7859889305,2016,0.0
35370254,0.5864097479,0.5737549711,0.09304301898,-0.7058858839,2016,0.0
35370255,0.4913180395,0.7609270165,-0.06934169076,-0.4968335157,2016,0.0
35370256,0.5880181717,2.532105412,-0.8683861641,1.879785634,2016,0.0
35370257,0.1179185118,-0.1113188219,-0.1980152096,-0.979966757,2016,0.0
35370258,-0.04110595952,0.6207033793,-0.3406321801,-0.9257694085,2016,0.0
35370259,0.7554919891,0.534672684,0.5598091469,-0.90764938,2016,0.0
35370260,-0.07004373037,0.2197930215,-0.2438640463,-0.5047650877,2016,0.0
35370261,1.201269005,1.599959226,-0.06835334425,-0.7559241542,2016,0.0
35370262,1.322315985,1.345263127,-0.1204466382,0.03447806126,2016,0.0
35370263,2.049775639,0.2266657586,3.20477785,-0.7582476634,2016,0.0
35370264,0.06371816658,1.618533843,-0.3070932327,0.100258404,2016,0.0
35370266,2.768589944,0.7224081562,3.070274316,-1.110595463,2016,0.0
35370267,2.519080298,1.922263397,0.9125373802,0.146663715,2016,0.0
35370268,2.520177995,-0.09100425476,1.067219245,-0.7849521408,2016,0.0
35370269,0.4381934861,-0.6540512629,-0.01736140366,-0.8148956359,2016,0.0
35370270,-0.4492064351,-0.4671354427,0.3257662744,-0.8400727618,2016,0.0
35370271,-0.2476294598,-0.3585969774,0.04998354581,-0.7736420102,2016,0.0
35370272,-0.3982059926,-0.9679005762,-0.1353724111,-0.6592331888,2016,0.0
35370273,0.4020002444,0.07071752265,0.1384390351,-0.7726844428,2016,0.0
35370274,0.1781408856,-0.2776673766,-0.04724420542,-0.5035505938,2016,0.0
35370275,0.2407853924,-0.1027319897,0.01551125183,-0.733069897,2016,0.0
35370276,1.415628181,0.7877927054,0.7287534267,-0.5614225686,2016,0.0
35370277,0.1630967499,-0.134129346,0.2232680359,-0.6339139669,2016,0.0
35370278,3.198781472,0.07952253423,1.245541805,-0.6507117076,2016,0.0
35370279,3.08044401,-0.2987757102,2.332383857,-1.126263709,2016,0.0
35370284,0.6531188947,0.4894692972,0.15831817,0.2400692442,2016,0.0
35370285,1.593588261,0.7721799406,1.49454846,-0.5777743993,2016,0.0
35370286,-0.1163155534,-0.2122808851,0.4998836851,-0.6482369682,2016,0.0
35370287,0.2933531929,0.006541046588,0.9405727601,-1.018848995,2016,0.0
35370288,1.261493642,0.03125325859,1.001263159,-0.3387623337,2016,0.0
35370289,-0.3769330899,-0.2807466636,-0.1606308159,-0.6974873894,2016,0.0
35370290,-0.55553996,0.07489508456,0.3803713541,-0.341413948,2016,0.0
35370291,-0.04706488981,-0.8024102441,0.2473433035,-0.6215258419,2016,0.0
35370292,0.8796407886,0.6168311609,-0.2555760936,-0.2094197903,2016,0.0
35370293,1.102364266,1.41893123,-0.01265469962,-0.02153120486,2016,0.0
35370294,0.1838717915,1.66146388,-0.6611078512,0.5589718972,2016,0.0
35370295,0.009204164144,1.859016513,0.4415773621,-0.004375160103,2016,0.0
35370296,0.5487459051,0.8578234263,-0.08901481342,0.04481125218,2016,0.0
35370297,-0.1570272272,-0.7278294183,0.6117227311,-0.7442185694,2016,0.0
35370298,-0.6424660258,-0.6463273472,0.8306812135,-0.6611302175,2016,0.0
35370299,-0.7844926237,-0.9620004666,0.2007547173,-0.6136372914,2016,0.0
35370300,0.7209787557,-0.006644719365,0.3108305929,-0.4481585715,2016,0.0
35370301,-0.3354865259,-0.5658368278,-0.3501001636,-0.222415139,2016,0.0
35370302,-1.063595395,-0.7736180187,-0.4813041627,0.1746329627,2016,0.0
35370304,2.230279241,1.2014362,1.215807272,0.7562681146,2016,0.0
35370305,1.299575121,3.007683127,0.2181511184,3.801274848,2016,0.0
35370306,2.434027013,1.531313469,-0.3571929348,0.4649865938,2016,0.0
35370307,1.577861011,1.820068317,-0.3443240469,0.6173918329,2016,0.0
35370308,1.699615793,1.293153151,-0.4428064766,0.5019869875,2016,0.0
35370309,2.980728827,2.329770031,3.622235795,-0.2792115081,2016,0.0
35370310,2.114411717,1.935444153,-0.4700996427,3.248680116,2016,0.0
35370311,2.805249929,1.520209383,-0.2642604577,1.771356586,2016,0.0
35370312,2.853192104,1.355672918,-0.188791585,3.266062288,2016,0.0
35370313,3.144327295,0.663568044,-0.485035076,2.109155431,2016,0.0
35370314,1.758859619,0.6202225234,1.118925013,0.7045795302,2016,0.0
35370315,2.827177003,1.687923072,-0.813971566,2.014400062,2016,0.0
35370316,3.107170912,1.443488661,-0.977869381,1.944740272,2016,0.0
35370317,3.775067825,2.451411438,0.03024584028,2.97175175,2016,0.0
35370318,3.15907925,2.427320813,0.9025857964,0.7463663024,2016,0.0
35370319,2.948722118,1.450938722,0.2724362021,1.213301993,2016,0.0
35370320,2.575376485,2.576489389,-0.03459645916,2.845761264,2016,0.0
35370321,2.492113169,1.604165775,0.2333849274,0.8840112651,2016,0.0
35370322,0.398431485,2.079723825,0.2888201248,0.005399674133,2016,0.0
35370323,1.309168075,3.987466383,-0.1296296761,1.786297219,2016,0.0
35370324,-0.06882599086,4.81532232,-0.5317905794,4.020115774,2016,0.0
35370325,0.6803787985,3.921036686,-0.3705175524,3.644131774,2016,0.0
35370326,2.659925291,2.438366766,0.9087599727,1.725106256,2016,0.0
35370327,1.582164726,3.249739882,-0.05246458827,0.9687686847,2016,0.0
35370328,1.630681758,2.952445562,-0.2592344544,1.15417206,2016,0.0
35370329,1.287498762,2.880424351,0.111382071,1.484212563,2016,0.0
35370330,0.1815980895,1.124629001,0.3866606518,-0.4038350188,2016,0.0
35370331,0.4653259487,0.2929388863,0.328875107,-0.6857962065,2016,0.0
35370332,1.12409306,1.005080989,0.3389496845,-0.17406005,2016,0.0
35370333,0.1563113713,0.5531280466,0.1876352288,-0.6743206829,2016,0.0
35370334,0.02086705525,-0.1514480751,1.03631555,-0.6799878543,2016,0.0
35370335,-0.3179373316,0.2458527341,0.718731355,-0.2118582709,2016,0.0
35370336,0.01397810455,0.181143492,0.7360247775,-0.02506555397,2016,0.0
35370337,1.1595361,0.09456555448,0.179721447,0.2443262267,2016,0.0
35370338,-0.5515664321,0.5389978229,0.7019285649,0.2059227504,2016,0.0
35370339,1.187228025,1.184050594,-0.3096822042,2.384200679,2016,0.0
35370340,-0.4549048923,0.688505764,0.9418846155,-0.1151839203,2016,0.0
35370341,-0.4796367629,1.177906999,0.3539820815,1.100586361,2016,0.0
35370342,-0.7392075803,3.022459127,-0.2084866407,1.475238095,2016,0.0
35370343,0.3595815557,1.723735233,0.09415304104,0.04291737554,2016,0.0
35370344,1.09924335,2.214862876,0.4312333885,0.03424308289,2016,0.0
35370345,0.5439991594,2.308252609,0.1908207024,0.8629585277,2016,0.0
35370346,0.5121430606,2.853985656,0.1522524306,1.15782597,2016,0.0
35370347,0.1224317026,3.201725945,-0.6388721034,1.557979205,2016,0.0
35370348,1.711325399,1.757891405,0.2056712754,0.7512586523,2016,0.0
35370349,0.513822984,2.605875637,-0.4363700326,-0.6871925799,2016,0.0
35370350,0.4275019141,2.937781964,0.04179763989,-0.3387037935,2016,0.0
35370351,0.4172667775,2.249490461,-0.1557986269,-0.2947901855,2016,0.0
35370352,1.487242954,2.370842243,0.2442069161,3.178204063,2016,0.0
35370353,0.8959285527,1.702473463,-0.5866232652,-0.1720425827,2016,0.0
35370354,1.457822202,1.657478157,-0.1177753515,0.6197442527,2016,0.0
35370355,1.607496377,2.115325296,-0.291214128,1.590434353,2016,0.0
35370356,2.100767198,2.508746634,-1.147414136,2.498330535,2016,0.0
35370357,1.138453992,2.577110749,-0.6842750464,3.140635842,2016,0.0
35370358,0.7979783158,0.871182073,-0.3988582839,-0.7015412618,2016,0.0
35370359,-0.3368016352,2.785312175,-0.3723845984,1.952205287,2016,0.0
35370360,-1.189049927,-0.152895308,-0.3789849338,1.351318629,2016,0.0
35370361,-0.3800727888,-0.3528083197,0.8695853887,-0.0730264181,2016,0.0
35370362,-0.8121133856,-0.3961314229,0.4356293296,-0.7594863242,2016,0.0
35370363,-0.3613764429,-1.027151987,0.9624371449,-1.32922129,2016,0.0
35370364,-0.2417355035,0.1698478425,0.787056286,-0.3133115519,2016,0.0
35370365,-0.31774365,-0.5034745527,0.2891492171,-0.6020793397,2016,0.0
35370366,-0.4418184692,-1.059022902,0.1815632668,-1.039182182,2016,0.0
35370367,-0.5279104228,-0.6778948278,0.07743826037,-0.7680995706,2016,0.0
35370368,-0.09107080209,-1.244011021,0.2403413432,-0.5179431951,2016,0.0
35370369,-0.272968594,-0.6137759916,-0.05862961928,0.06291508879,2016,0.0
35370370,-0.2099439747,-0.1604669014,-0.04028992966,-0.185733146,2016,0.0
35370371,0.03101188367,-0.201928687,0.8020924796,-0.2663109397,2016,0.0
35370372,-0.1623047736,-0.4429921459,-0.2087635627,-0.02982046551,2016,0.0
35370373,0.6800673064,-1.029551975,3.936336108,-0.7601586116,2016,0.0
35370374,-0.4625408194,-0.6376394131,0.4075274744,-0.1969950508,2016,0.0
35370375,-0.8011199419,-0.6459914884,0.7895223876,-0.5888953035,2016,0.0
35370376,-0.7875917461,-0.5253101282,-0.2804680773,-0.004350568194,2016,0.0
35370377,-0.1287905219,-0.4250166212,0.831792168,0.1812976526,2016,0.0
35370381,-0.87239759,-0.721192925,-0.3347510343,0.2635694529,2016,0.0
35370383,-0.3543336112,-0.2704407435,0.304818176,0.4308294955,2016,0.0
35370384,-0.6351319981,-1.125489374,0.2899491846,-0.6594506716,2016,0.0
35370385,-0.4491915981,-0.567300253,0.4663827175,-0.274657722,2016,0.0
35370386,-0.20437437,-0.459913971,1.083107687,-0.9127867131,2016,0.0
35370387,-0.1065659214,-0.7279466684,0.307981434,-0.6772510167,2016,0.0
35370388,0.5796410554,0.1565674511,1.351585969,0.09773083626,2016,0.0
35370389,-0.8244017376,-0.7228235911,-0.5965911684,-0.3828395864,2016,0.0
35370390,-0.07930477958,0.1303407633,0.8397636323,-0.2386954494,2016,0.0
35370391,0.05769137608,0.5483167452,-0.4704039319,0.4257175473,2016,0.0
35370392,-0.5391501353,-0.03355366484,1.007635542,-0.4083435493,2016,0.0
35370393,-0.8467134645,-0.3147699489,0.5393718825,-0.4925915628,2016,0.0
35370394,-0.7860793121,-0.5301612512,1.054079566,-0.5267791462,2016,0.0
35370395,-0.7761001525,-0.5279669613,-0.06270297259,0.6160728297,2016,0.0
35370396,-0.2217664108,-0.1673932618,0.2568154576,-0.3533448559,2016,0.0
35370397,-0.7032352042,-0.5404135275,-0.2276734251,0.7745097635,2016,0.0
35370398,-0.7740721771,0.2847606977,0.1561173872,1.225500295,2016,0.0
35370413,-0.09343820387,-0.4590705498,0.8664956179,-0.6527387228,2016,0.0
35370414,1.507549099,2.62948505,-0.2810000256,-0.5652433702,2016,0.0
35370415,0.1350682058,3.088605874,-0.317241655,2.106906566,2016,0.0
35370416,0.2711349545,4.604883928,-0.7781453263,4.252005486,2016,0.0
35370519,-0.3935205387,-0.9483939511,0.2764356518,-0.529462373,2016,0.0
35370521,-0.9418423631,-0.4759407606,-0.09833291843,-0.004766634904,2016,0.0
35370522,-0.797339808,-0.7477352407,0.06533104455,-0.5624985079,2016,0.0
35370523,-0.7657385868,-1.242815808,-0.1703413878,-0.09366860411,2016,0.0
35370524,0.05685855025,-0.1394792116,0.7026566363,-0.5679715105,2016,0.0
35370525,-1.124849369,-0.4052041632,-0.1863205029,1.001417686,2016,0.0
35370543,0.4608560055,1.330435993,0.6820699128,-0.8050053975,2016,0.0
35370544,-0.1171867924,0.7253402399,0.0002800275057,-0.2750649839,2016,0.0
35370545,0.1056778434,1.465373488,0.1573964474,-1.043419057,2016,0.0
35370546,0.4686297474,1.859406473,-0.4354863875,-0.09172622687,2016,0.0
35370547,-0.6795500594,1.138035044,0.130812536,1.77895104,2016,0.0
35370548,-0.6712623142,-0.2262046518,1.473598885,-0.1785482316,2016,0.0
35370553,1.045744956,-0.1594044338,3.414320117,-0.9417838665,2016,0.0
35370554,2.282946846,0.1310042354,1.725605278,-0.8339070616,2016,0.0
35370555,-0.2072623546,-0.9787194227,1.58402687,-1.287568844,2016,0.0
35370556,-0.8040942716,-0.3660436995,-0.4113532554,-0.7621392818,2016,0.0
35370557,-0.7137244918,0.4687259893,0.6616750207,-0.3013857723,2016,0.0
35370558,-0.7277001486,0.007431016189,-0.1019781549,-0.9307371596,2016,0.0
35370559,-0.5127038645,-0.3396293751,0.01059653529,-0.8030465643,2016,0.0
35370560,-0.6162428756,-0.6919681629,0.1254747229,-0.7280746163,2016,0.0
35370561,-0.7224482311,-0.8993194633,-0.134734355,-1.007790376,2016,0.0
35370562,-0.8350539972,-0.5122232771,0.3927495882,-1.110240213,2016,0.0
35370563,-0.6136985271,-0.6788885205,0.05780818527,-0.7168215444,2016,0.0
35370564,-0.825971653,-0.6012267637,0.3427816534,-0.4550365319,2016,0.0
35370565,-0.466841835,-0.2428475064,-0.178308936,-0.7155364452,2016,0.0
35370566,-0.7083062455,-0.1185877107,-0.009005711128,-0.766985567,2016,0.0
35370567,-1.092235906,-0.5961985543,-0.8346920746,-0.5489661337,2016,0.0
35370568,0.6512427175,0.4174154029,0.1395911506,-1.159446587,2016,0.0
35370569,0.4377858984,0.6445275741,-0.4234181844,-0.8419130224,2016,0.0
35370570,-0.953018874,-0.4009478701,-0.4692895579,-0.3539450054,2016,0.0
35370571,0.07093457089,-0.2681595406,0.2828243694,-1.165585496,2016,0.0
35370572,-0.4431642488,-0.7626081129,0.01782967404,-1.054755606,2016,0.0
35370573,-1.106188393,-0.9553726027,-0.8021692431,-0.5437028751,2016,0.0
35370574,-1.059520616,-0.9227452023,-1.04361297,-0.1141726051,2016,0.0
35370575,-0.886744207,-0.4906720898,-0.2698136677,-0.8194780951,2016,0.0
35370576,0.2990115623,-0.4576273433,0.2348137674,-1.210293814,2016,0.0
35370577,-0.1676298947,-0.7881807432,-0.5319662814,-0.8874663461,2016,0.0
35370578,-1.072823192,-0.8264556158,-1.254665196,-0.1375283732,2016,0.0
35370579,-1.192677925,-0.9824548261,-1.299896901,0.07811458721,2016,0.0
35370580,-0.6293204445,-0.5319440983,-0.4219004395,-0.2207399534,2016,0.0
35370581,-0.7268728737,-0.8271330193,-0.09226371368,-0.7369368992,2016,0.0
35370582,0.01326092589,-0.7203678372,-0.1099631326,-0.8806452077,2016,0.0
35370583,-1.225644789,-1.070859792,-0.5027546645,-0.1527220967,2016,0.0
35370584,-1.240351909,-0.9285298986,-0.1360400736,-0.1598791778,2016,0.0
35370585,-0.6507832614,-1.391097492,0.5314153175,-0.7878814859,2016,0.0
35370586,-1.210620034,-1.169051543,-0.534859528,-0.04015623502,2016,0.0
35370587,-0.9655008929,-1.124622097,-0.0750277942,-0.2927656967,2016,0.0
