DAUID,material_deprivation,residential_instability,dependency,ethnic_concentration,patient_volume_2021
35010266,0.3437860663832175,1.00789179620681,1.3073374014880468,-0.5532482612346799,0.0
35010267,0.12748080527663588,-0.08828024660734098,0.6012759316819605,-0.7542914882729802,0.0
35010268,1.3739059998809238,2.082016712767872,-0.2961623754073346,-0.5726250068896139,0.0
35010269,0.6195813753842356,0.33064656713214413,1.1654342921045044,-1.0029236234899888,0.0
35010270,3.0419249010478944,1.8850342205451371,0.43411482257526085,-0.6858245101230515,0.0
35010271,2.64781153804498,0.9836671342711589,-1.1175124209893035,-0.8613406093830218,0.0
35010272,3.3598461743442773,1.5925617829291112,-0.2473597354125816,-0.7277474752740156,0.0
35010273,-0.5565706065712992,-0.2409311107576715,-0.22225295360116382,-1.1159491265623998,0.0
35010274,-0.1556963584565952,-0.69346637274382,0.37342371570132943,-1.416648311217251,0.0
35010275,-0.04342412472886524,-0.7215779903483903,0.22881800485863296,-0.9595468740107718,0.0
35010276,-0.9977027962566108,-0.7342760136557753,-0.0933973614979573,-0.7298691038511566,0.0
35010277,-1.1073622991093028,-0.545211058054179,0.13873188456275243,-0.8887263614958903,0.0
35010278,-0.7626906187609687,-0.768047119969171,0.15686995428007605,-1.2596106999215917,0.0
35010279,-0.8003780427374896,-0.4452011275477542,-0.2924491947409661,-1.013464863177615,0.0
35010280,-0.28229985903863875,-0.8064557726167202,0.13650195625619246,-1.283615735555895,0.0
35010281,-0.27829731083493947,-0.3971655872927416,0.10868348210572198,-1.3092510799762411,0.0
35010282,0.41117135793502446,-0.28967706144632743,-1.0122003505656427,-0.9938015244804329,0.0
35010283,0.772783485847128,-0.6224509230288825,-0.9711541019066843,-1.7445602729705043,0.0
35010284,-0.8636310631591662,-0.7485718145244249,0.16351180554429628,-0.8641535472802498,0.0
35010285,0.03999296103505405,0.09715587368906994,0.27904451976273037,-0.6682768896730101,0.0
35010286,-0.8849363803577348,-0.629463953651733,-0.23499151841560995,-0.7571426828672521,0.0
35010287,-0.019703151497574567,-0.85513076200223,-0.42550154491441844,-1.4008138667228445,0.0
35010288,-0.33180769238795255,-0.3108556521663314,-0.7268384440101466,-1.4313525735266075,0.0
35010289,-0.799309097704346,0.12486905786238621,-0.6587432070801676,-0.916440940656674,0.0
